book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
400-499	398	5	NEXCHEM CORPORATION	METHOMYL	METHONEX 40 SP	400 g/Kg	SP	INSECTICIDE	2	702-164-5623	07/04/2022		Eggplant	
400-499	398	6	NEXCHEM CORPORATION	METHOMYL	METHONEX 40 SP	400 g/Kg	SP	INSECTICIDE	2	702-164-5623	07/04/2022		Melon	
400-499	398	7	NEXCHEM CORPORATION	METHOMYL	METHONEX 40 SP	400 g/Kg	SP	INSECTICIDE	2	702-164-5623	07/04/2022		Rice	
400-499	398	8	NEXCHEM CORPORATION	METHOMYL	METHONEX 40 SP	400 g/Kg	SP	INSECTICIDE	2	702-164-5623	07/04/2022		Tobacco	
400-499	398	9	NEXCHEM CORPORATION	METHOMYL	METHONEX 40 SP	400 g/Kg	SP	INSECTICIDE	2	702-164-5623	07/04/2022		Tomato	
400-499	398	10	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Asparagus	"Armyworm, cutworm"
400-499	398	11	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Banana	Thrips
400-499	398	12	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Beans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	13	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Mungbeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	14	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Soybeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	15	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Sitao	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	16	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Corn	"Cornborer, earworm"
400-499	398	17	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Sorghum	"Cornborer,earworm"
400-499	398	18	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Eggplant	"Aphids, flea beetle , fruitworm, lady beetle"
400-499	398	19	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Melon	"Aphids, Squash beetle , leaffolder"
400-499	398	20	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Rice	"Green leafhopper, armyworm, caseworm, leaffolder"
400-499	398	21	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Tobacco	"Budworm, cutworm, aphids, hornworm"
400-499	398	22	ANGELEX AGRITRADE CORPORATION	METHOMYL	METHONATE 40 SP	400 g/Kg	SP	INSECTICIDE	2	491-164-3650	19/02/2019	CONTACT	Tomato	"Tomato fruitworm, aphids"
400-499	398	23	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Asparagus	"Armyworm, cutworm"
400-499	398	24	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Banana	Thrips
400-499	398	25	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Beans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	26	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Mungbeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	27	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Soybeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	28	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Sitao	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	398	29	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Corn	"Cornborer, earworm"
400-499	399	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
400-499	399	1	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Eggplant	"Aphids, flea beetle , fruitworm, lady beetle"
400-499	399	2	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Melon	"Aphids, Squash beetle , leaffolder"
400-499	399	3	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Rice	"Green leafhopper, armyworm, caseworm, leaffolder"
400-499	399	4	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Tobacco	"Budworm, cutworm, aphids, hornworm"
400-499	399	5	"S & P ENTERPRISES, INC."	METHOMYL	METHOKILL 40 SP	400g/kg	SP	INSECTICIDE	2	627-164-4615	11/01/2022	CONTACT	Tomato	"Tomato fruitworm, aphids"
400-499	399	6	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Asparagus	"Armyworm, cutworm"
400-499	399	7	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Banana	Thrips
400-499	399	8	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Beans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	9	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Mungbeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	10	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Soybeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	11	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Sitao	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	12	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Corn	"Cornborer, earworm"
400-499	399	13	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Eggplant	"Aphids, flea beetle , fruitworm, lady beetle"
400-499	399	14	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Melon	"Aphids, Squash beetle , leaffolder"
400-499	399	15	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Rice	"Green leafhopper, armyworm, caseworm, leaffolder"
400-499	399	16	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Tobacco	"Budworm, cutworm, aphids, hornworm"
400-499	399	17	AGCHEM MANUFACTURING CORPORATION	METHOMYL	METHO-CHEM 40 SP	400 g/Kg	SP	INSECTICIDE	2	001-164-3331	07/04/2025	CONTACT	Tomato	"Tomato fruitworm, aphids"
400-499	399	18	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Banana	Thrips
400-499	399	19	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Beans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	20	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Mungbeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	21	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Soybeans	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	22	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Sitao	"Leaffolder, flea beetle , beanfly, podborer,aphids"
400-499	399	23	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Corn	"Cornborer, earworm"
400-499	399	24	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Sorghum	"Cornborer,earworm"
400-499	399	25	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Eggplant	"Aphids, flea beetle , fruitworm, lady beetle"
400-499	399	26	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Melon	"Aphids, Squash beetle, leaffolder"
400-499	399	27	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Rice	"Green leafhopper, armyworm, caseworm, leaffolder"
400-499	399	28	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Tobacco	"Budworm, cutworm, aphids, hornworm"
400-499	400	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
400-499	400	1	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Asparagus	"Armyworm, cutworm"
400-499	400	2	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	METHOMYL	METEOR 40 SP	400 g/Kg	SP	INSECTICIDE	2	459-164-2533	08/06/2023	SYSTEMIC/CONTACT	Tomato	"Tomato fruitworm, aphids"
400-499	400	3	"MENZI & CO., INC."	METHYL BROMIDE+CHLOROPICRIN	METABROM	980+20 g/L	-	FUMIGANT	1	027-111-0262	27/10/2023	-	Soil and Space Fumigant	"Weeds,Nematodes, Fungal and Insect pests"
400-499	400	4	"AGRI BIZ CO. OF GS, INC."	METALDEHYDE	METABEST 6% P	60 g/kg	P	MOLLUSCICIDE	4	580-075-5108	07/03/2023	CONTACT	Rice (Transplanted)	Golden apple snail
400-499	400	5	"AGRI BIZ CO. OF GS, INC."	METALDEHYDE	METABEST 6% P	60 g/kg	P	MOLLUSCICIDE	4	580-075-5108	07/03/2023	CONTACT	Rice (Direct-Seeded)	Golden apple snail
400-499	400	6	"AGRI BIZ CO. OF GS, INC."	METALDEHYDE	METABEST 6% P	60 g/kg	P	MOLLUSCICIDE	4	580-075-5108	07/03/2023	CONTACT	Potted and driftwood-attached plants such as	"Bush, snails, giant african snail and slugs"
400-499	400	7	"AGRI BIZ CO. OF GS, INC."	METALDEHYDE	METABEST 6% P	60 g/kg	P	MOLLUSCICIDE	4	580-075-5108	07/03/2023	CONTACT	Chinese Cabbage	"Slug, snails"
400-499	400	8	"AGRI BIZ CO. OF GS, INC."	METALDEHYDE	METABEST 6% P	60 g/kg	P	MOLLUSCICIDE	4	580-075-5108	07/03/2023	CONTACT	Strawberry	"Slug, snails"
400-499	400	9	AGCHEM MANUFACTURING CORPORATION	METALDEHYDE	META BAIT 6% PELLETS	60 g/kg	P	MOLLUSCICIDE	4	001-075-0543	31/12/2023	CONTACT	Rice (Transplanted)	Golden apple snail
400-499	400	10	AGCHEM MANUFACTURING CORPORATION	METALDEHYDE	META BAIT 6% PELLETS	60 g/kg	P	MOLLUSCICIDE	4	001-075-0543	31/12/2023	CONTACT	Rice (Direct-Seeded)	Golden apple snail
400-499	400	11	AGCHEM MANUFACTURING CORPORATION	METALDEHYDE	META BAIT 6% PELLETS	60 g/kg	P	MOLLUSCICIDE	4	001-075-0543	31/12/2023	CONTACT	Potted and driftwood-attached plants such as	"Bush, snails, giant african snail and slugs"
400-499	400	12	AGCHEM MANUFACTURING CORPORATION	METALDEHYDE	META BAIT 6% PELLETS	60 g/kg	P	MOLLUSCICIDE	4	001-075-0543	31/12/2023	CONTACT	Chinese Cabbage	"Slug, snails"
400-499	400	13	AGCHEM MANUFACTURING CORPORATION	METALDEHYDE	META BAIT 6% PELLETS	60 g/kg	P	MOLLUSCICIDE	4	001-075-0543	31/12/2023	CONTACT	Strawberry	"Slug, snails"
400-499	400	14	MONARC CROP SOLUTIONS PROVIDERCORPORATION	DIFENOCONAZOLE+PROPICONAZOLE	MENDER 300 EC	150 g/L+150 g/L	EC	FUNGICIDE	3	550-325-4967	20/02/2021	SYSTEMIC	Rice	Sheath Blight
400-499	400	15	MONARC CROP SOLUTIONS PROVIDERCORPORATION	DIFENOCONAZOLE+PROPICONAZOLE	MENDER 300 EC	150 g/L+150 g/L	EC	FUNGICIDE	3	550-325-4967	20/02/2021	SYSTEMIC	Corn	"Banded leaf,sheath blight,ear rot,leaf blight & rust"
400-499	400	16	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Rice	"Whorl maggots, stemborer, green leafhopper, brown planthopper"
400-499	400	17	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Wongbok	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
400-499	400	18	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Cabbage	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
400-499	400	19	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg		INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Cucurbits	"Thrips, leafworm, squash beetle, aphids, flea beetle"
400-499	400	20	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Garlic	"Thrips, cutworm"
400-499	400	21	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Onion	"Thrips, cutworm"
400-499	400	22	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, tuber moth, aphids and leafminer"
400-499	400	23	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Mango	leafhoppers
400-499	400	24	ZAGRO CORPORATION	CARTAP HYDROCHLORIDE	MEGATAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	043-106-1308	09/06/2024	SYSTEMIC	Pechay	"looper, cutworm, aphids"
400-499	400	25	MEGA BOOSTER AGRI TRADING CO.	PACLOBUTRAZOL	MEGAPACLO 25 SC	250 g/L	SC	PGR	3	531-237-5471	12/09/2023		Mango	Plant growth regulator
400-499	400	26	MEGA BOOSTER AGRI TRADING CO.	PACLOBUTRAZOL	MEGAPACLO 25 SC	250 g/L	SC	PGR	3	531-237-5471	12/09/2023		Durian	Plant growth regulator
400-499	400	27	MEGA BOOSTER AGRI TRADING CO.	PACLOBUTRAZOL	MEGAPACLO 25 SC	250 g/L	SC	PGR	3	531-237-5471	12/09/2023		Calamansi	Plant growth regulator
400-499	400	28	MEGA BOOSTER AGRI TRADING CO.	PACLOBUTRAZOL	MEGAPACLO 25 SC	250 g/L	SC	PGR	3	531-237-5471	12/09/2023		Cocoa	Plant growth regulator
400-499	400	29	FAMOUS AGRICARE MARKETING COMPANY	CHLOROTHALONIL	MEGANIL 500 SC	500 g/L	SC	FUNGICIDE	4	721-118-5770	26/02/2025		Eggplant	"Anthracnose, cercospora leaf spot, early and late blight"
400-499	401	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
400-499	401	1	FAMOUS AGRICARE MARKETING COMPANY	CHLOROTHALONIL	MEGANIL 500 SC	500 g/L	SC	FUNGICIDE	4	721-118-5770	26/02/2025		Peanut	"Cercospora leafspot, rust"
