Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
600-699	595	22	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Celery	late blight
600-699	595	23	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Eggplant	"Early and late blight, cercospora, leaf spot"
600-699	595	24	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Pepper	"Early and late blight, cercospora, leaf spot"
600-699	595	25	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Melon	"Anthracnose, powdery mildew, early and late blight, cercosporaleaf spot"
600-699	595	26	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Mango	"Anthracnose, diplodia rot"
600-699	595	27	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Ornamentals	"Black spot, block rot, powdery mildew"
600-699	595	28	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Peanut	Cercospora leaf spot
600-699	596	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
600-699	596	1	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Lettuce	Downy mildew
600-699	596	2	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Cabbage	Powdery mildew
600-699	596	3	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Cauliflower	Powdery mildew
600-699	596	4	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Broccoli	Powdery mildew
600-699	596	5	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Carrot	"Alternaria leaf spot, cercospora leaf spot"
600-699	596	6	AGWAY CHEMICALS CORPORATION	CHLOROTHALONIL	FREE 75 WP	750 g/kg	WP	FUNGICIDE	4	075-118-1688	26/05/2017		Squash	"Anthracnose, powdery mildew, early and late blight, cercosporaleaf spot"
600-699	596	7	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Rice	"Whorl maggots, stemborer, green leafhopper, brown planthopper"
600-699	596	8	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Wongbok	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
600-699	596	9	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Cabbage	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
600-699	596	10	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Cucurbits	"Thrips, leafworm, squash beetle, aphids, flea beetle"
600-699	596	11	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Garlic	"Thrips, cutworm"
600-699	596	12	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Onion	"Thrips, cutworm"
600-699	596	13	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, tuber moth, aphids and leafminer"
600-699	596	14	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Mango	leafhoppers
600-699	596	15	G CHEMTRADING CORPORATION	CARTAP HYDROCHLORIDE	FRANTRAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	701-106-5583	26/06/2023	SYSTEMIC	Pechay	"looper, cutworm, aphids"
600-699	596	16	JOCANIMA CORPORATION	FOSETYL-ALUMINUM	FOSTONIC 80 WP	800 g/Kg	WP	FUNGICIDE	4	241-154-1329	07/06/2023	SYSTEMIC	Pineapple	Heart rot
600-699	596	17	JOCANIMA CORPORATION	FOSETYL-ALUMINUM	FOSTONIC 80 WP	800 g/Kg	WP	FUNGICIDE	4	241-154-1329	07/06/2023	SYSTEMIC	Coconut	"Wet-bud rot, nut rot"
600-699	596	18	JOCANIMA CORPORATION	FOSETYL-ALUMINUM	FOSTONIC 80 WP	800 g/Kg	WP	FUNGICIDE	4	241-154-1329	07/06/2023	SYSTEMIC	Rubber	Black strife
600-699	596	19	JOCANIMA CORPORATION	FOSETYL-ALUMINUM	FOSTONIC 80 WP	800 g/Kg	WP	FUNGICIDE	4	241-154-1329	07/06/2023	SYSTEMIC	Cacao	Black pod
600-699	596	20	JOCANIMA CORPORATION	FOSETYL-ALUMINUM	FOSTONIC 80 WP	800 g/Kg	WP	FUNGICIDE	4	241-154-1329	07/06/2023	SYSTEMIC	Orchids	Black rot
600-699	596	21	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Tomato	"Fruitworm, armyworm, cutworm"
600-699	596	22	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
600-699	596	23	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Cabbage	"Diamond-back moth, Cabbage worm, aphids"
600-699	596	24	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Potato	"Thrips, army worm, cutworm, tubermoth"
600-699	596	25	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Soybeans	"Corn earworm, leafminer"
600-699	596	26	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Mungbeans	"Corn earworm, leafminer"
600-699	596	27	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Cotton	"Thrips, bollworm & budworm"
600-699	596	28	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Sitao	"Beanfly, leaffolder & aphids"
600-699	597	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
600-699	597	1	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Mango	Thrips
600-699	597	2	EZERTECH CORPORATION	PROFENOFOS	FOSTEK 50 EC	500 g/L	EC	INSECTICIDE	2	648-070-5026	27/01/2023		Watermelon	Thrips
600-699	597	3	"UPL PHILIPPINES, INC."	FOSETYL-ALUMINUM	FOST-AL 80 WP	800 g/Kg	WP	FUNGICIDE	4	562-154-4836	16/06/2024	SYSTEMIC	Pineapple	Heart rot
600-699	597	4	"UPL PHILIPPINES, INC."	FOSETYL-ALUMINUM	FOST-AL 80 WP	800 g/Kg	WP	FUNGICIDE	4	562-154-4836	16/06/2024	SYSTEMIC	Coconut	Wet-bud rot
600-699	597	5	"UPL PHILIPPINES, INC."	FOSETYL-ALUMINUM	FOST-AL 80 WP	800 g/Kg	WP	FUNGICIDE	4	562-154-4836	16/06/2024	SYSTEMIC	Rubber	Black strife
600-699	597	6	"UPL PHILIPPINES, INC."	FOSETYL-ALUMINUM	FOST-AL 80 WP	800 g/Kg	WP	FUNGICIDE	4	562-154-4836	16/06/2024	SYSTEMIC	Cacao	Black pod
600-699	597	7	"UPL PHILIPPINES, INC."	FOSETYL-ALUMINUM	FOST-AL 80 WP	800 g/Kg	WP	FUNGICIDE	4	562-154-4836	16/06/2024	SYSTEMIC	Orchids	Black rot
600-699	597	8	"TRANS WORLD TRADING CO., INC."	FOSETYL-ALUMINUM	FOSET 80 WG	800 g/Kg	WG	FUNGICIDE	4	038-154-5073	11/05/2023	SYSTEMIC	Pineapple	Heart rot
600-699	597	9	"TRANS WORLD TRADING CO., INC."	FOSETYL-ALUMINUM	FOSET 80 WG	800 g/Kg	WG	FUNGICIDE	4	038-154-5073	11/05/2023	SYSTEMIC	Coconut	Wet bud
600-699	597	10	"TRANS WORLD TRADING CO., INC."	FOSETYL-ALUMINUM	FOSET 80 WG	800 g/Kg	WG	FUNGICIDE	4	038-154-5073	11/05/2023	SYSTEMIC	Orchids	Black rot
600-699	597	11	"TRANS WORLD TRADING CO., INC."	FOSETYL-ALUMINUM	FOSET 80 WG	800 g/Kg	WG	FUNGICIDE	4	038-154-5073	11/05/2023	SYSTEMIC	Cacao	Black pod
600-699	597	12	"TRANS WORLD TRADING CO., INC."	FOSETYL-ALUMINUM	FOSET 80 WG	800 g/Kg	WG	FUNGICIDE	4	038-154-5073	11/05/2023	SYSTEMIC	Rubber	Black stripe
600-699	597	13	"GEM AGROLOGIC, INC."	BUTACHLOR+PROPANIL	FORWARD 70 EC	350+350 g/L	EC	HERBICIDE	3	238-238-1191	16/08/2023	POST-EMERGENT	Rice (Direct-Seeded)	"Grasses,  Sedges and Broadleaves"
600-699	597	14	"GEM AGROLOGIC, INC."	BUTACHLOR+PROPANIL	FORWARD 70 EC	350+350 g/L	EC	HERBICIDE	3	238-238-1191	16/08/2023	POST-EMERGENT	Rice (Transplanted)	"Grasses,  Sedges and Broadleaves"
600-699	597	15	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA GOLD 430 OD	430g/L	OD	FUNGICIDE	4	233-053-4459	30/07/2024		Banana	Black Sigatoka
600-699	597	16	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Potato	Early and late blight
600-699	597	17	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Cabbage	"Downy mildew, alternaria leaf spot"
600-699	597	18	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Cauliflower	"Downy mildew, alternaria leaf spot"
600-699	597	19	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Broccoli	"Downy mildew, alternaria leaf spot"
600-699	597	20	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Celery	Late blight
600-699	597	21	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Cucumber	"Downy mildew, Anthracnose, Scab"
600-699	597	22	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Squash	"Downy mildew, Anthracnose, Scab"
600-699	597	23	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Cotton	Damping oil
600-699	597	24	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		lettuce	Downy mildew
600-699	597	25	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Beans	"Anthracnose, Downy mildew,  Rust"
600-699	597	26	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Peas	"Anthracnose, Downy mildew,  Rust"
600-699	597	27	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Mungo	"Anthracnose, Downy mildew,  Rust"
600-699	597	28	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Tomato	"Early and late blight, Anthracnose, Septoria leaf spot"
600-699	598	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
600-699	598	1	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Garlic	"Purple blotch, downy mildew, botrytis leaf blight"
600-699	598	2	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Onion	"Purple blotch, downy mildew, botrytis leaf blight"
600-699	598	3	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Pepper	Anthracnose
600-699	598	4	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Chili	Anthracnose
600-699	598	5	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Eggplant	"Blight, Anthracnose"
600-699	598	6	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Banana	"Sigatoka, Black leaf streak"
600-699	598	7	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Grapes	"Downy mildew, black rot"
600-699	598	8	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Mango	Anthracnose and Scab
600-699	598	9	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Papaya	Fruit rot
600-699	598	10	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Melon	"Downy mildew, Anthracnose, Scab"
600-699	598	11	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Watermelon	"Downy mildew, Anthracnose, Scab"
600-699	598	12	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Corn (Sweet andPopcorn)	Helminthosporium leaf spot
600-699	598	13	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Rice	"Blast, Sheath blight, cercospora leaf spot, helminthosporium leafspot"
600-699	598	14	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Peanut	Cercospora leaf spot
600-699	598	15	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Soybeans	Leaf rust
600-699	598	16	"BERRIS AGRICULTURAL CO., INC."	MANCOZEB	FORTUNA BLUE 80 WP	800 g/Kg	WP	FUNGICIDE	4	233-053-4205	06/12/2023		Ornamentals	"Black spot, blight, Anthracnose"
600-699	598	17	JOCANIMA CORPORATION	"2,4-D IBE"	"FORTRESS 2,4-D ESTER"	490 g/L	EC	HERBICIDE	2	241-049-3170	02/05/2019	SELECTIVE (POST-EMERGENT)	Rice (Transplanted)	Annual Broadleaves & sedges
600-699	598	18	JOCANIMA CORPORATION	"2,4-D IBE"	"FORTRESS 2,4-D ESTER"	490 g/L	EC	HERBICIDE	2	241-049-3170	02/05/2019	SELECTIVE (POST-EMERGENT)	Corn	Annual Broadleaves & sedges
600-699	598	19	JOCANIMA CORPORATION	"2,4-D IBE"	"FORTRESS 2,4-D ESTER"	490 g/L	EC	HERBICIDE	2	241-049-3170	02/05/2019	SELECTIVE (POST-EMERGENT)	Sugarcane	Annual Broadleaves & sedges
600-699	598	20	"UPL PHILIPPINES, INC."	DODINE	FORTIS 400 SC	400 g/L	SC	FUNGICIDE	2	562-418-5061	15/06/2024		Banana	Black Sigatoka
600-699	598	21	PHILIPPINE FARMFIX SOLUTIONS INC.	FIPRONIL	FORTIFY 5 SC	50 g/L	SC	INSECTICIDE	3	535-244-3805	08/09/2022	CONTACT	Rice	"Stemborer,  brown planthopper, leaffolder, rice bug"
600-699	598	22	PHILIPPINE FARMFIX SOLUTIONS INC.	FIPRONIL	FORTIFY 5 SC	50 g/L	SC	INSECTICIDE	3	535-244-3805	08/09/2022	CONTACT	Cabbage	Diamond backed moth
600-699	598	23	PHILIPPINE FARMFIX SOLUTIONS INC.	FIPRONIL	FORTIFY 5 SC	50 g/L	SC	INSECTICIDE	3	535-244-3805	08/09/2022	CONTACT	Watermelon	"Thrips, leaf beetles"
600-699	598	24	PHILIPPINE FARMFIX SOLUTIONS INC.	FIPRONIL	FORTIFY 5 SC	50 g/L	SC	INSECTICIDE	3	535-244-3805	08/09/2022	CONTACT	Onion	Cutworm
600-699	598	25	PHILIPPINE FARMFIX SOLUTIONS INC.	FIPRONIL	FORTIFY 5 SC	50 g/L	SC	INSECTICIDE	3	535-244-3805	08/09/2022	CONTACT	Eggplant	Shoot borer
600-699	598	26	SYNGENTA PHILIPPINES INC.	CYANTRANILIPROLE	FORTENZA 600 FS	-	FS	INSECTICIDE	4	001-485-5386	23/03/2024		Corn	Fall armyworm
600-699	598	27	SYNGENTA PHILIPPINES INC.	CYANTRANILIPROLE	FORTENZA 600 FS	-	FS	INSECTICIDE	-	011-485-5051	23/03/2024	-	Corn	Fall armyworm
600-699	598	28	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Tobacco	"Budworm, cutworm, aphids"
600-699	599	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
600-699	599	1	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Sorghum	"Webworm, armyworm, cutworm, headworm"
600-699	599	2	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Ornamentals	"Aphids, scale insect, mealy bug, cutworm"
600-699	599	3	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Mango	"Mango hopper, tip borer, twig borer, fruit fly, mealy bug"
600-699	599	4	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Coffee	Berry borer
600-699	599	5	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Cacao	"Podborer, aphids, capsid bug"
600-699	599	6	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Citrus	Rind borer
600-699	599	7	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Soybeans	"Podborer, beanfly, leafminer, aphids"
600-699	599	8	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Rice	"Green leafhopper, caseworm, aphids"
600-699	599	9	"PLANTERS PRODUCTS, INC."	CARBARYL	FORTEIN 85 WP	850 g/kg	WP	INSECTICIDE	2	031-035-0177	17/05/2016		Cowpea and otherbeans	"Podborer, beanfly, leafminer, cutworm, aphids"
