Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
800-899	793	19	NEXCHEM CORPORATION	BENOMYL	BENOMEX 50 WP	500 g/Kg	WP	FUNGICIDE	4	702-167-5617	09/08/2024	SYSTEMIC	Rice	"Blast, sheath blight"
800-899	793	20	NEXCHEM CORPORATION	BENOMYL	BENOMEX 50 WP	500 g/Kg	WP	FUNGICIDE	4	702-167-5617	09/08/2024	SYSTEMIC	Strawberry	Cercospora leaf spot
800-899	793	21	NEXCHEM CORPORATION	BENOMYL	BENOMEX 50 WP	500 g/Kg	WP	FUNGICIDE	4	702-167-5617	09/08/2024	SYSTEMIC	Tobacco	"Leaf mold, frog eye"
800-899	793	22	NEXCHEM CORPORATION	BENOMYL	BENOMEX 50 WP	500 g/Kg	WP	FUNGICIDE	4	702-167-5617	09/08/2024	SYSTEMIC	Banana	Black sigatoka
800-899	793	23	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Mungbeans	"Powdery mildew, cercospora leaf spot"
800-899	793	24	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Beans	"Powdery mildew, cercospora leaf spot"
800-899	793	25	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Cabbage	Cercospora leaf spot
800-899	793	26	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Calamansi	Scab
800-899	793	27	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Cucumber	Powdery mildew
800-899	793	28	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Ginger	Cercospora leaf spot
800-899	794	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
800-899	794	1	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Grapes	Powdery mildew
800-899	794	2	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Mandarin	Scab
800-899	794	3	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Mango	"Anthracnose, powdery mildew"
800-899	794	4	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Melon	Powdery mildew
800-899	794	5	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Orange	Scab
800-899	794	6	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Papaya	Powdery mildew
800-899	794	7	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Pepper	Cercospora leaf spot
800-899	794	8	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Rice	"Blast, sheath blight"
800-899	794	9	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Strawberry	Cercospora leaf spot
800-899	794	10	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Tobacco	"Leaf mold, frog eye"
800-899	794	11	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	BENOMYL	BENOMAX 50 WP	500 g/Kg	WP	FUNGICIDE	4	376-167-2407	22/06/2024	SYSTEMIC	Banana	Black sigatoka
800-899	794	12	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Mungbeans	"Powdery mildew, cercospora leaf spot"
800-899	794	13	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Beans	"Powdery mildew, cercospora leaf spot"
800-899	794	14	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Wongbok	Cercospora leaf spot
800-899	794	15	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Cabbage	Cercospora leaf spot
800-899	794	16	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Calamansi	Scab
800-899	794	17	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Cucumber	Powdery mildew
800-899	794	18	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Ginger	Cercospora leaf spot
800-899	794	19	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Grapes	Powdery mildew
800-899	794	20	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Mandarin	Scab
800-899	794	21	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Mango	"Anthracnose, powdery mildew"
800-899	794	22	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Melon	Powdery mildew
800-899	794	23	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Orange	Scab
800-899	794	24	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Papaya	Powdery mildew
800-899	794	25	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Pepper	Cercospora leaf spot
800-899	794	26	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Rice	"Blast, sheath blight"
800-899	794	27	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Strawberry	Cercospora leaf spot
800-899	794	28	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Tobacco	"Leaf mold, frog eye"
800-899	795	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
800-899	795	1	"AGRIBASE CHEMICALS, INC."	BENOMYL	BENOLATE 50 WP	500 g/Kg	WP	FUNGICIDE	4	457-167-2551	09/08/2024	SYSTEMIC	Banana	Black sigatoka
800-899	795	2	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Mungbeans	"Powdery mildew, cercospora leaf spot"
800-899	795	3	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Beans	"Powdery mildew, cercospora leaf spot"
800-899	795	4	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Cabbage	Cercospora leaf spot
800-899	795	5	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Calamansi	Scab
800-899	795	6	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Cucumber	Powdery mildew
800-899	795	7	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Ginger	Cercospora leaf spot
800-899	795	8	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Grapes	Powdery mildew
800-899	795	9	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Mandarin	Scab
800-899	795	10	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Mango	"Anthracnose, powdery mildew"
800-899	795	11	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Melon	Powdery mildew
800-899	795	12	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Orange	Scab
800-899	795	13	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Papaya	Powdery mildew
800-899	795	14	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Pepper	Cercospora leaf spot
800-899	795	15	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Rice	"Blast, sheath blight"
800-899	795	16	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Strawberry	Cercospora leaf spot
800-899	795	17	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Tobacco	"Leaf mold, frog eye"
800-899	795	18	"VANN HAWK AGRO CHEMICALS, INC."	BENOMYL	BENLAKI 50 WP	500 g/Kg	WP	FUNGICIDE	4	295-167-1617	20/10/2024	SYSTEMIC	Banana	Black sigatoka
800-899	795	19	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/08/2022	-	Cabbage	"Diamondback moth, cabbage worm, cutworm, aphids, thrips,whitefly"
800-899	795	20	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/08/2022	-	Eggplant	"Shoot/Fruit borer, cutworm, leafhopper, aphids, leafminer, thrips,whitefly"
800-899	795	21	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/08/2022	-	Stringbeans	"Podborer, cutworm, leaffolder, aphids, thrips, whitefly"
800-899	795	22	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/08/2022	-	Tomato	"Fruitworm, cutworm, aphids, thrips, whitefly"
800-899	795	23	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/08/2022	-	Mango	"Mango hopper, tipborer, thrips"
800-899	795	24	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/07/2021		Mango	Cecid fly
800-899	795	25	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	02/08/2022	-	Onion	"Leafminer, Thrips, Armyworms"
800-899	795	26	FMC AGRO PHILIPPINES INC.	CYANTRANILIPROLE	BENEVIA	100 g/L	OD	INSECTICIDE	4	598-485-4577	20/08/2020	-	Corn	Fall armyworm
800-899	795	27	LEADS AGRICULTURAL PRODUCTSCORPORATION	CARBOSULFAN	BENEFIT 20 SC	200g/L	SC	INSECTICIDE	2	099-223-4118	18/09/2023		Tomato	Fruitworm
800-899	795	28	LEADS AGRICULTURAL PRODUCTSCORPORATION	CARBOSULFAN	BENEFIT 20 SC	200g/L	SC	INSECTICIDE	2	099-223-4118	18/09/2023		Potato	Leafminer
800-899	796	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
800-899	796	1	LEADS AGRICULTURAL PRODUCTSCORPORATION	CARBOSULFAN	BENEFIT 20 SC	200g/L	SC	INSECTICIDE	2	099-223-4118	18/09/2023		Mango	"Cecid, black borer,  leafhopper, fruitfly, thrips, scale insects, seedborer"
800-899	796	2	LEADS AGRICULTURAL PRODUCTSCORPORATION	CARBOSULFAN	BENEFIT 20 SC	200g/L	SC	INSECTICIDE	2	099-223-4118	18/09/2023		Rice	"Green leafhopper, whorl maggot, brown planthopper, stemborer &rice bug"
800-899	796	3	LEADS AGRICULTURAL PRODUCTSCORPORATION	CARBOSULFAN	BENEFIT 20 SC	200g/L	SC	INSECTICIDE	2	099-223-4118	18/09/2023		Watermelon	"Thrips, leaffolder"
800-899	796	4	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Mango	"Leafhopper, twig borer, tip borer, fruit fly"
800-899	796	5	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Rice	"Green leafhopper, brown planthopper, white-backed planthopper,leaffolder, stem borer, armyworm, rice bug"
800-899	796	6	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Cabbage	"Diamond back-moth, cabbage moth, worm"
800-899	796	7	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Beans	"Pod borer, beanfly, leafminer, aphids, cutworm"
800-899	796	8	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Tomato	"Tomato fruitworm, aphids, beetle"
800-899	796	9	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Watermelon	"Aphids, thrips, beetle"
800-899	796	10	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Onion	"Thrips, cutworm"
800-899	796	11	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Banana	"Thrips, scarring beetle"
800-899	796	12	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Cotton	"Bollworm, cutworm, leafworm, aphids, leafhopper, thrips, bollweevil"
800-899	796	13	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Tobacco	"Budworm, cutworm, aphids, thrips"
800-899	796	14	GLYCORN CORPORATION	CYPERMETHRIN	BENDITA 5 EC	50 g/L	EC	INSECTICIDE	4	544-037-3347	03/11/2017	CONTACT	Corn	"Cornborer, earworm"
800-899	796	15	"UPL PHILIPPINES, INC."	CARBENDAZIM	BENDAZID 500 SC	500 g/L	SC	FUNGICIDE	4	562-267-4790	16/06/2024	SYSTEMIC	Mango	Anthracnose
800-899	796	16	"UPL PHILIPPINES, INC."	CARBENDAZIM	BENDAZID 500 SC	500 g/L	SC	FUNGICIDE	4	562-267-4790	16/06/2024	SYSTEMIC	Cucurbits	Downy mildew
800-899	796	17	"UPL PHILIPPINES, INC."	CARBENDAZIM	BENDAZID 500 SC	500 g/L	SC	FUNGICIDE	4	562-267-4790	16/06/2024	SYSTEMIC	Green Peas (Legumes)	Powdery milew
800-899	796	18	"UPL PHILIPPINES, INC."	CARBENDAZIM	BENDAZID 500 SC	500 g/L	SC	FUNGICIDE	4	562-267-4790	16/06/2024	SYSTEMIC	Sugarcane	Pineapple disease
800-899	796	19	"UPL PHILIPPINES, INC."	CARBENDAZIM	BENDAZID 500 SC	500 g/L	SC	FUNGICIDE	4	562-267-4790	16/06/2024	SYSTEMIC	Banana	"Diamond fruit spot, anthracnose"
800-899	796	20	"ELI LILLY PHILIPPINES, INC."	BENZOXONIUM CHLORIDE	BELORAN	400 g/L	SL	OTHERS	3	583-333-3948	02/12/2019		Banana	Moko disease as disinfectant tool
800-899	796	21	BIOSTADT PHILIPPINES INC.	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400 g/Kg	WP	FUNGICIDE	4	097-367-2369	05/02/2021	-	Banana	Diamond fruit spot
800-899	796	22	BIOSTADT PHILIPPINES INC.	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400 g/Kg	WP	FUNGICIDE	4	097-367-2369	05/02/2021	-	Mango	"Anthracnose, scab, stem-end rot"
800-899	796	23	BIOSTADT PHILIPPINES INC.	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400 g/Kg	WP	FUNGICIDE	4	097-367-2369	05/02/2021	-	Onion (Bulb/green)	"Purple blotch, twister diseas/anthracnose/stem/ bulb rot"
800-899	796	24	BIOSTADT PHILIPPINES INC.	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400 g/Kg	WP	FUNGICIDE	4	097-367-2369	05/02/2021	-	Carrot	Leaf blight
800-899	796	25	"TRANS WORLD TRADING CO., INC."	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400g/Kg	WP	FUNGICIDE	4	038-367-3460	22/07/2024	-	Banana	Diamond fruit spot
800-899	796	26	"TRANS WORLD TRADING CO., INC."	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400g/Kg	WP	FUNGICIDE	4	038-367-3460	22/07/2024	-	Mango	"Anthracnose, scab, stem-end rot"
800-899	796	27	"TRANS WORLD TRADING CO., INC."	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400g/Kg	WP	FUNGICIDE	4	038-367-3460	22/07/2024	-	Onion (Bulb/green)	"Purple blotch, twister diseas/anthracnose/stem/ bulb rot"
800-899	796	28	"TRANS WORLD TRADING CO., INC."	IMINOCTADINE TRIS (ALBESILATE)	BELLKUTE 40 WP	400g/Kg	WP	FUNGICIDE	4	038-367-3460	22/07/2024	-	Carrot	Leaf blight
800-899	797	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
800-899	797	1	"MINDORO SAGANA MERCHANDISING, INC."	PROFENOFOS	BEATER 500 EC	500 g/L	EC	INSECTICIDE	2	571-070-4081	29/08/2023	CONTACT	Tomato	"Fruitworm, armyworm, cutworm"
800-899	797	2	"MINDORO SAGANA MERCHANDISING, INC."	PROFENOFOS	BEATER 500 EC	500 g/L	EC	INSECTICIDE	2	571-070-4081	29/08/2023	CONTACT	Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
800-899	797	3	"MINDORO SAGANA MERCHANDISING, INC."	PROFENOFOS	BEATER 500 EC	500 g/L	EC	INSECTICIDE	2	571-070-4081	29/08/2023	CONTACT	Cabbage	"Diamond back moth, cabbage worm & aphids, thrips"
800-899	797	4	"MINDORO SAGANA MERCHANDISING, INC."	PROFENOFOS	BEATER 500 EC	500 g/L	EC	INSECTICIDE	2	571-070-4081	29/08/2023	CONTACT	Watermelon	Thrips
800-899	797	5	"MINDORO SAGANA MERCHANDISING, INC."	PROFENOFOS	BEATER 500 EC	500 g/L	EC	INSECTICIDE	2	571-070-4081	29/08/2023	CONTACT	Potato	"Thrips, army worm, cutworm, tubermoth"
800-899	797	6	"MINDORO SAGANA MERCHANDISING, INC."	PROFENOFOS	BEATER 500 EC	500 g/L	EC	INSECTICIDE	2	571-070-4081	29/08/2023	CONTACT	Soybeans	"Corn earworm, leafminer"
